month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2017-04,CHOA CHU KANG,5 ROOM,547,CHOA CHU KANG ST 52,04 TO 06,124,Improved,1994,76 years,410000
2017-04,CHOA CHU KANG,5 ROOM,547,CHOA CHU KANG ST 52,10 TO 12,134,Model A,1994,76 years 02 months,425000
2017-04,CHOA CHU KANG,5 ROOM,422,CHOA CHU KANG AVE 4,01 TO 03,122,Improved,1992,74 years 03 months,428000
2017-04,CHOA CHU KANG,5 ROOM,681,CHOA CHU KANG CRES,07 TO 09,126,Premium Apartment,1999,81 years 06 months,438000
2017-04,CHOA CHU KANG,5 ROOM,250,CHOA CHU KANG AVE 2,10 TO 12,126,Improved,1993,75 years 02 months,440000
2017-04,CHOA CHU KANG,5 ROOM,626,CHOA CHU KANG ST 62,01 TO 03,121,Improved,1997,79 years 01 month,442800
2017-04,CHOA CHU KANG,5 ROOM,457,CHOA CHU KANG AVE 4,10 TO 12,123,Premium Apartment,2000,81 years 10 months,448000
2017-04,CHOA CHU KANG,5 ROOM,770,CHOA CHU KANG ST 54,07 TO 09,121,Improved,1996,78 years 06 months,450000
2017-04,CHOA CHU KANG,5 ROOM,620,CHOA CHU KANG ST 62,04 TO 06,134,Model A,1996,78 years 02 months,461288
2017-04,CHOA CHU KANG,5 ROOM,220,CHOA CHU KANG CTRL,04 TO 06,122,Improved,1990,71 years 11 months,480000
2017-04,CHOA CHU KANG,5 ROOM,627,CHOA CHU KANG ST 62,07 TO 09,120,Improved,1997,79 years 01 month,520000
2017-04,CHOA CHU KANG,5 ROOM,344,CHOA CHU KANG LOOP,10 TO 12,124,Improved,1993,75 years 02 months,525000
2017-04,CHOA CHU KANG,5 ROOM,343,CHOA CHU KANG LOOP,10 TO 12,133,Model A,1993,75 years 02 months,570000
2017-04,CHOA CHU KANG,EXECUTIVE,531,CHOA CHU KANG ST 51,07 TO 09,143,Apartment,1995,77 years,490000
2017-04,CHOA CHU KANG,EXECUTIVE,457,CHOA CHU KANG AVE 4,01 TO 03,142,Premium Apartment,2000,81 years 10 months,500000
2017-04,CHOA CHU KANG,EXECUTIVE,271,CHOA CHU KANG AVE 2,01 TO 03,144,Apartment,1993,75 years 03 months,515000
2017-04,CHOA CHU KANG,EXECUTIVE,120,TECK WHYE LANE,01 TO 03,154,Maisonette,1989,71 years 01 month,525000
2017-04,CHOA CHU KANG,EXECUTIVE,601,CHOA CHU KANG ST 62,04 TO 06,146,Maisonette,1996,77 years 09 months,530000
2017-04,CHOA CHU KANG,EXECUTIVE,755,CHOA CHU KANG NTH 5,04 TO 06,152,Apartment,1995,77 years 04 months,575000
2017-05,CHOA CHU KANG,3 ROOM,10,TECK WHYE AVE,04 TO 06,67,New Generation,1978,60 years,250000
2017-05,CHOA CHU KANG,3 ROOM,16,TECK WHYE LANE,07 TO 09,67,New Generation,1979,60 years 10 months,258000
2017-05,CHOA CHU KANG,3 ROOM,6,TECK WHYE AVE,10 TO 12,74,Model A,1984,65 years 11 months,265000
2017-05,CHOA CHU KANG,3 ROOM,4,TECK WHYE AVE,04 TO 06,74,Model A,1984,66 years 02 months,270000
2017-05,CHOA CHU KANG,3 ROOM,26,TECK WHYE LANE,07 TO 09,74,New Generation,1979,60 years 11 months,280000
2017-05,CHOA CHU KANG,3 ROOM,476C,CHOA CHU KANG AVE 5,01 TO 03,67,Model A,2013,95 years 03 months,295000
2017-05,CHOA CHU KANG,4 ROOM,252,CHOA CHU KANG AVE 2,01 TO 03,108,Model A,1994,76 years 08 months,308000
2017-05,CHOA CHU KANG,4 ROOM,442,CHOA CHU KANG AVE 4,01 TO 03,90,Model A2,1997,78 years 11 months,312000
2017-05,CHOA CHU KANG,4 ROOM,11,TECK WHYE LANE,04 TO 06,99,New Generation,1978,60 years,318000
2017-05,CHOA CHU KANG,4 ROOM,442,CHOA CHU KANG AVE 4,07 TO 09,90,Model A2,1997,78 years 10 months,320000
2017-05,CHOA CHU KANG,4 ROOM,152,JLN TECK WHYE,01 TO 03,100,Model A,1998,79 years 08 months,320000
2017-05,CHOA CHU KANG,4 ROOM,404,CHOA CHU KANG AVE 3,04 TO 06,106,Model A,1993,75 years 02 months,325000
2017-05,CHOA CHU KANG,4 ROOM,660,CHOA CHU KANG CRES,04 TO 06,100,Premium Apartment,1999,80 years 11 months,330000
2017-05,CHOA CHU KANG,4 ROOM,690D,CHOA CHU KANG CRES,13 TO 15,91,Model A,2003,85 years 03 months,332000
2017-05,CHOA CHU KANG,4 ROOM,296,CHOA CHU KANG AVE 2,10 TO 12,102,Premium Apartment,1999,81 years 02 months,335000
2017-05,CHOA CHU KANG,4 ROOM,690A,CHOA CHU KANG CRES,07 TO 09,90,Model A,2003,85 years,336000
2017-05,CHOA CHU KANG,4 ROOM,484B,CHOA CHU KANG AVE 5,13 TO 15,101,Model A,1999,80 years 11 months,338000
2017-05,CHOA CHU KANG,4 ROOM,234,CHOA CHU KANG CTRL,01 TO 03,104,Model A,1989,70 years 11 months,343000
2017-05,CHOA CHU KANG,4 ROOM,410,CHOA CHU KANG AVE 3,01 TO 03,110,Model A,1992,74 years 03 months,345000
2017-05,CHOA CHU KANG,4 ROOM,673,CHOA CHU KANG CRES,07 TO 09,104,Premium Apartment,1999,81 years 05 months,345000
2017-05,CHOA CHU KANG,4 ROOM,685A,CHOA CHU KANG CRES,01 TO 03,91,Model A,2002,84 years 04 months,348000
2017-05,CHOA CHU KANG,4 ROOM,691A,CHOA CHU KANG CRES,16 TO 18,90,Model A,2003,85 years,349000
2017-05,CHOA CHU KANG,4 ROOM,227,CHOA CHU KANG CTRL,10 TO 12,104,Model A,1993,74 years 11 months,350000
2017-05,CHOA CHU KANG,4 ROOM,680,CHOA CHU KANG CRES,04 TO 06,106,Premium Apartment,1999,81 years 05 months,355000
2017-05,CHOA CHU KANG,4 ROOM,213,CHOA CHU KANG CTRL,04 TO 06,104,Model A,1989,70 years 11 months,355000
2017-05,CHOA CHU KANG,4 ROOM,157,JLN TECK WHYE,07 TO 09,100,Model A2,1998,79 years 08 months,356000
2017-05,CHOA CHU KANG,4 ROOM,413,CHOA CHU KANG AVE 3,07 TO 09,104,Model A,1992,74 years 02 months,363000
2017-05,CHOA CHU KANG,4 ROOM,413,CHOA CHU KANG AVE 3,01 TO 03,104,Model A,1992,74 years 02 months,365000
2017-05,CHOA CHU KANG,4 ROOM,613,CHOA CHU KANG ST 62,01 TO 03,108,Model A,1996,78 years 01 month,365000
2017-05,CHOA CHU KANG,4 ROOM,158,JLN TECK WHYE,13 TO 15,100,Model A,1998,79 years 08 months,367000
2017-05,CHOA CHU KANG,4 ROOM,476C,CHOA CHU KANG AVE 5,04 TO 06,92,Model A,2013,95 years 02 months,370000
2017-05,CHOA CHU KANG,4 ROOM,212,CHOA CHU KANG CTRL,10 TO 12,104,Model A,1989,71 years 01 month,375000
2017-05,CHOA CHU KANG,4 ROOM,607,CHOA CHU KANG ST 62,10 TO 12,107,Model A,1996,78 years,389000
2017-05,CHOA CHU KANG,4 ROOM,476C,CHOA CHU KANG AVE 5,10 TO 12,92,Model A,2013,95 years 02 months,400000
2017-05,CHOA CHU KANG,4 ROOM,790,CHOA CHU KANG NTH 6,10 TO 12,110,Model A,1996,78 years 07 months,408000
2017-05,CHOA CHU KANG,4 ROOM,656,CHOA CHU KANG CRES,19 TO 21,104,Premium Apartment,1999,81 years,415000
2017-05,CHOA CHU KANG,4 ROOM,636,CHOA CHU KANG NTH 6,04 TO 06,113,Premium Apartment,1998,79 years 08 months,450000
2017-05,CHOA CHU KANG,5 ROOM,686A,CHOA CHU KANG CRES,01 TO 03,110,Improved,2002,84 years 05 months,337000
2017-05,CHOA CHU KANG,5 ROOM,689B,CHOA CHU KANG DR,04 TO 06,110,Improved,2002,83 years 11 months,350000
2017-05,CHOA CHU KANG,5 ROOM,686A,CHOA CHU KANG CRES,04 TO 06,110,Improved,2002,84 years 05 months,360000
2017-05,CHOA CHU KANG,5 ROOM,688B,CHOA CHU KANG DR,04 TO 06,110,Improved,2002,83 years 10 months,360000
2017-05,CHOA CHU KANG,5 ROOM,516,CHOA CHU KANG ST 51,01 TO 03,123,Improved,1995,77 years 04 months,362000
2017-05,CHOA CHU KANG,5 ROOM,691B,CHOA CHU KANG CRES,04 TO 06,110,Improved,2003,85 years,370000
2017-05,CHOA CHU KANG,5 ROOM,690D,CHOA CHU KANG CRES,19 TO 21,110,Improved,2003,85 years 03 months,376888
2017-05,CHOA CHU KANG,5 ROOM,686D,CHOA CHU KANG CRES,13 TO 15,110,Improved,2002,84 years 05 months,390000
2017-05,CHOA CHU KANG,5 ROOM,13,TECK WHYE LANE,13 TO 15,119,Improved,1979,60 years 08 months,398000
2017-05,CHOA CHU KANG,5 ROOM,471,CHOA CHU KANG AVE 3,07 TO 09,121,Improved,1999,80 years 09 months,400000
2017-05,CHOA CHU KANG,5 ROOM,296C,CHOA CHU KANG AVE 2,10 TO 12,120,Premium Apartment,1999,81 years 02 months,402000
2017-05,CHOA CHU KANG,5 ROOM,691B,CHOA CHU KANG CRES,13 TO 15,110,Improved,2003,85 years,402500
2017-05,CHOA CHU KANG,5 ROOM,690D,CHOA CHU KANG CRES,19 TO 21,110,Improved,2003,85 years 03 months,410000
2017-05,CHOA CHU KANG,5 ROOM,687D,CHOA CHU KANG DR,22 TO 24,111,Improved,2003,84 years 11 months,410888
2017-05,CHOA CHU KANG,5 ROOM,614,CHOA CHU KANG ST 62,04 TO 06,127,Improved,1996,78 years 01 month,415000
2017-05,CHOA CHU KANG,5 ROOM,765,CHOA CHU KANG NTH 5,04 TO 06,126,Improved,1996,78 years 03 months,418000
2017-05,CHOA CHU KANG,5 ROOM,510,CHOA CHU KANG ST 51,07 TO 09,131,Model A,1995,76 years 09 months,430000
2017-05,CHOA CHU KANG,5 ROOM,162,JLN TECK WHYE,04 TO 06,122,Improved,1998,79 years 09 months,435000
2017-05,CHOA CHU KANG,5 ROOM,504,CHOA CHU KANG ST 51,13 TO 15,124,Improved,1995,76 years 09 months,435888
2017-05,CHOA CHU KANG,5 ROOM,669,CHOA CHU KANG CRES,10 TO 12,124,Premium Apartment,1999,81 years 05 months,440000
2017-05,CHOA CHU KANG,5 ROOM,665,CHOA CHU KANG CRES,16 TO 18,124,Improved,1999,81 years 02 months,450000
2017-05,CHOA CHU KANG,5 ROOM,546,CHOA CHU KANG ST 52,10 TO 12,124,Improved,1995,76 years 08 months,455000
2017-05,CHOA CHU KANG,5 ROOM,785,CHOA CHU KANG DR,07 TO 09,135,Model A,1997,78 years 08 months,472000
2017-05,CHOA CHU KANG,5 ROOM,786,CHOA CHU KANG DR,13 TO 15,131,Model A,1997,78 years 08 months,497000
2017-05,CHOA CHU KANG,5 ROOM,638,CHOA CHU KANG ST 64,01 TO 03,123,Premium Apartment,1998,79 years 08 months,553000
2017-05,CHOA CHU KANG,EXECUTIVE,453,CHOA CHU KANG AVE 4,04 TO 06,142,Premium Apartment,2000,81 years 09 months,475000
2017-05,CHOA CHU KANG,EXECUTIVE,677,CHOA CHU KANG CRES,10 TO 12,144,Premium Apartment,1999,81 years 05 months,478000
2017-05,CHOA CHU KANG,EXECUTIVE,561,CHOA CHU KANG NTH 6,04 TO 06,147,Apartment,1996,77 years 09 months,490000
2017-05,CHOA CHU KANG,EXECUTIVE,555,CHOA CHU KANG NTH 6,04 TO 06,146,Apartment,1996,77 years 09 months,555000
2017-05,CHOA CHU KANG,EXECUTIVE,656,CHOA CHU KANG CRES,19 TO 21,141,Premium Apartment,1999,80 years 11 months,570000
2017-05,CHOA CHU KANG,EXECUTIVE,448,CHOA CHU KANG AVE 4,04 TO 06,143,Maisonette,1997,78 years 11 months,580000
2017-06,CHOA CHU KANG,3 ROOM,114,TECK WHYE LANE,07 TO 09,73,Model A,1989,71 years 03 months,280000
2017-06,CHOA CHU KANG,3 ROOM,476C,CHOA CHU KANG AVE 5,13 TO 15,67,Model A,2013,95 years 01 month,300000
2017-06,CHOA CHU KANG,3 ROOM,476B,CHOA CHU KANG AVE 5,01 TO 03,68,Model A,2013,95 years 02 months,313000
2017-06,CHOA CHU KANG,4 ROOM,688A,CHOA CHU KANG DR,01 TO 03,91,Model A,2002,83 years 10 months,303000
2017-06,CHOA CHU KANG,4 ROOM,113,TECK WHYE LANE,01 TO 03,103,Model A,1989,70 years 07 months,311500
2017-06,CHOA CHU KANG,4 ROOM,160,JLN TECK WHYE,01 TO 03,101,Model A,1998,79 years 08 months,315000
2017-06,CHOA CHU KANG,4 ROOM,673A,CHOA CHU KANG CRES,01 TO 03,103,Premium Apartment,1999,81 years 06 months,321000
2017-06,CHOA CHU KANG,4 ROOM,291,CHOA CHU KANG AVE 3,04 TO 06,104,Model A,1993,75 years,325000
2017-06,CHOA CHU KANG,4 ROOM,673,CHOA CHU KANG CRES,01 TO 03,103,Premium Apartment,1999,81 years 04 months,325000
2017-06,CHOA CHU KANG,4 ROOM,688A,CHOA CHU KANG DR,16 TO 18,91,Model A,2002,83 years 09 months,325000
2017-06,CHOA CHU KANG,4 ROOM,692B,CHOA CHU KANG CRES,07 TO 09,90,Model A,2003,84 years 09 months,328000
2017-06,CHOA CHU KANG,4 ROOM,223,CHOA CHU KANG CTRL,01 TO 03,104,Model A,1993,75 years,330000
2017-06,CHOA CHU KANG,4 ROOM,514,CHOA CHU KANG ST 51,01 TO 03,106,Model A,1995,77 years 04 months,330000
2017-06,CHOA CHU KANG,4 ROOM,25,TECK WHYE LANE,10 TO 12,92,New Generation,1979,60 years 09 months,330000
2017-06,CHOA CHU KANG,4 ROOM,471,CHOA CHU KANG AVE 3,13 TO 15,101,Model A,1999,80 years 08 months,333000
2017-06,CHOA CHU KANG,4 ROOM,676A,CHOA CHU KANG CRES,01 TO 03,101,Premium Apartment,1999,81 years 06 months,333000
2017-06,CHOA CHU KANG,4 ROOM,685C,CHOA CHU KANG CRES,07 TO 09,85,Model A2,2002,84 years 04 months,333800
2017-06,CHOA CHU KANG,4 ROOM,405,CHOA CHU KANG AVE 3,04 TO 06,104,Model A,1993,75 years,335000
2017-06,CHOA CHU KANG,4 ROOM,455,CHOA CHU KANG AVE 4,04 TO 06,103,Premium Apartment,2000,81 years 10 months,338000
2017-06,CHOA CHU KANG,4 ROOM,412,CHOA CHU KANG AVE 3,01 TO 03,112,Model A,1992,73 years 11 months,340000
2017-06,CHOA CHU KANG,4 ROOM,130,CHOA CHU KANG AVE 1,04 TO 06,105,Model A,1993,75 years,340000
2017-06,CHOA CHU KANG,4 ROOM,281,CHOA CHU KANG AVE 3,13 TO 15,106,Model A,1992,73 years 11 months,340000
2017-06,CHOA CHU KANG,4 ROOM,484B,CHOA CHU KANG AVE 5,16 TO 18,101,Model A,1999,80 years 10 months,340000
2017-06,CHOA CHU KANG,4 ROOM,485A,CHOA CHU KANG AVE 5,10 TO 12,101,Model A,1999,80 years 11 months,340000
2017-06,CHOA CHU KANG,4 ROOM,659,CHOA CHU KANG CRES,04 TO 06,103,Premium Apartment,1999,80 years 10 months,340000
2017-06,CHOA CHU KANG,4 ROOM,685C,CHOA CHU KANG CRES,13 TO 15,85,Model A2,2002,84 years 05 months,340000
2017-06,CHOA CHU KANG,4 ROOM,277,CHOA CHU KANG AVE 2,04 TO 06,104,Model A,1993,74 years 11 months,348000
2017-06,CHOA CHU KANG,4 ROOM,236,CHOA CHU KANG CTRL,04 TO 06,104,Model A,1989,70 years 10 months,350000
2017-06,CHOA CHU KANG,4 ROOM,688A,CHOA CHU KANG DR,16 TO 18,90,Model A,2002,83 years 09 months,350000
2017-06,CHOA CHU KANG,4 ROOM,122,TECK WHYE LANE,07 TO 09,103,Model A,1989,70 years 09 months,353000
2017-06,CHOA CHU KANG,4 ROOM,476B,CHOA CHU KANG AVE 5,01 TO 03,92,Model A,2013,95 years 01 month,355000
2017-06,CHOA CHU KANG,4 ROOM,236,CHOA CHU KANG CTRL,07 TO 09,104,Model A,1989,70 years 10 months,356800
2017-06,CHOA CHU KANG,4 ROOM,678,CHOA CHU KANG CRES,04 TO 06,106,Premium Apartment,1999,81 years 06 months,360000
2017-06,CHOA CHU KANG,4 ROOM,682,CHOA CHU KANG CRES,01 TO 03,106,Premium Apartment,1999,81 years 05 months,360000
2017-06,CHOA CHU KANG,4 ROOM,476A,CHOA CHU KANG AVE 5,04 TO 06,92,Model A,2013,95 years 01 month,378000
2017-06,CHOA CHU KANG,4 ROOM,669,CHOA CHU KANG CRES,16 TO 18,104,Premium Apartment,1999,81 years 04 months,381000
2017-06,CHOA CHU KANG,4 ROOM,661,CHOA CHU KANG CRES,16 TO 18,104,Premium Apartment,1999,80 years 10 months,385000
2017-06,CHOA CHU KANG,4 ROOM,787,CHOA CHU KANG NTH 6,04 TO 06,110,Model A,1997,78 years 07 months,395000
2017-06,CHOA CHU KANG,4 ROOM,476D,CHOA CHU KANG AVE 5,10 TO 12,92,Model A,2013,95 years 01 month,400000
2017-06,CHOA CHU KANG,4 ROOM,476D,CHOA CHU KANG AVE 5,13 TO 15,92,Model A,2013,95 years 01 month,400000
2017-06,CHOA CHU KANG,4 ROOM,476C,CHOA CHU KANG AVE 5,10 TO 12,92,Model A,2013,95 years 01 month,405000
2017-06,CHOA CHU KANG,4 ROOM,210,CHOA CHU KANG CTRL,10 TO 12,103,Model A,1990,71 years 09 months,405000
2017-06,CHOA CHU KANG,4 ROOM,476C,CHOA CHU KANG AVE 5,10 TO 12,92,Model A,2013,95 years 01 month,408000
2017-06,CHOA CHU KANG,4 ROOM,640,CHOA CHU KANG ST 64,10 TO 12,100,Premium Apartment,1998,79 years 07 months,440000
2017-06,CHOA CHU KANG,4 ROOM,340,CHOA CHU KANG LOOP,13 TO 15,106,Model A,1993,75 years,450000
2017-06,CHOA CHU KANG,5 ROOM,121,TECK WHYE LANE,04 TO 06,121,Improved,1989,70 years 11 months,340000
2017-06,CHOA CHU KANG,5 ROOM,683C,CHOA CHU KANG CRES,01 TO 03,110,Improved,2002,84 years 02 months,345000
2017-06,CHOA CHU KANG,5 ROOM,689A,CHOA CHU KANG DR,01 TO 03,110,Improved,2002,83 years 10 months,350000
2017-06,CHOA CHU KANG,5 ROOM,688B,CHOA CHU KANG DR,04 TO 06,110,Improved,2002,83 years 09 months,350000
2017-06,CHOA CHU KANG,5 ROOM,690B,CHOA CHU KANG CRES,01 TO 03,110,Improved,2003,84 years 10 months,351888
2017-06,CHOA CHU KANG,5 ROOM,687A,CHOA CHU KANG DR,04 TO 06,110,Improved,2002,84 years,360000
2017-06,CHOA CHU KANG,5 ROOM,685B,CHOA CHU KANG CRES,04 TO 06,110,Improved,2002,84 years 03 months,370000
2017-06,CHOA CHU KANG,5 ROOM,112,TECK WHYE LANE,07 TO 09,121,Improved,1989,70 years 10 months,375000
2017-06,CHOA CHU KANG,5 ROOM,684A,CHOA CHU KANG CRES,10 TO 12,110,Improved,2002,84 years 03 months,380000
2017-06,CHOA CHU KANG,5 ROOM,703,CHOA CHU KANG ST 53,01 TO 03,122,Improved,1995,76 years 11 months,385000
2017-06,CHOA CHU KANG,5 ROOM,158,JLN TECK WHYE,01 TO 03,120,Improved,1998,79 years 07 months,385000
2017-06,CHOA CHU KANG,5 ROOM,686B,CHOA CHU KANG CRES,07 TO 09,110,Improved,2002,84 years 04 months,388000
2017-06,CHOA CHU KANG,5 ROOM,483,CHOA CHU KANG AVE 5,10 TO 12,116,Improved,1999,80 years 11 months,395000
2017-06,CHOA CHU KANG,5 ROOM,470,CHOA CHU KANG AVE 3,10 TO 12,121,Improved,1999,80 years 08 months,398000
2017-06,CHOA CHU KANG,5 ROOM,670A,CHOA CHU KANG CRES,04 TO 06,124,Premium Apartment,1999,81 years 06 months,405000
2017-06,CHOA CHU KANG,5 ROOM,691B,CHOA CHU KANG CRES,22 TO 24,110,Improved,2003,84 years 11 months,408000
2017-06,CHOA CHU KANG,5 ROOM,692B,CHOA CHU KANG CRES,16 TO 18,110,Improved,2003,84 years 08 months,410000
2017-06,CHOA CHU KANG,5 ROOM,673,CHOA CHU KANG CRES,01 TO 03,124,Premium Apartment,1999,81 years 04 months,413000
2017-06,CHOA CHU KANG,5 ROOM,472,CHOA CHU KANG AVE 3,13 TO 15,120,Improved,1999,80 years 10 months,430000
2017-06,CHOA CHU KANG,5 ROOM,422,CHOA CHU KANG AVE 4,07 TO 09,122,Improved,1992,73 years 11 months,433000
2017-06,CHOA CHU KANG,5 ROOM,249,CHOA CHU KANG AVE 2,07 TO 09,124,Improved,1993,75 years,438000
2017-06,CHOA CHU KANG,5 ROOM,666,CHOA CHU KANG CRES,16 TO 18,124,Improved,1999,81 years,440000
2017-06,CHOA CHU KANG,5 ROOM,676A,CHOA CHU KANG CRES,07 TO 09,124,Premium Apartment,1999,81 years 06 months,450000
2017-06,CHOA CHU KANG,5 ROOM,666,CHOA CHU KANG CRES,13 TO 15,124,Improved,1999,81 years,453000
2017-06,CHOA CHU KANG,5 ROOM,454,CHOA CHU KANG AVE 4,04 TO 06,123,Premium Apartment,2000,81 years 10 months,460000
2017-06,CHOA CHU KANG,5 ROOM,632,CHOA CHU KANG NTH 6,10 TO 12,127,Premium Apartment,1998,79 years 07 months,510000
2017-06,CHOA CHU KANG,5 ROOM,632,CHOA CHU KANG NTH 6,10 TO 12,127,Premium Apartment,1998,79 years 07 months,545000
2017-06,CHOA CHU KANG,EXECUTIVE,681,CHOA CHU KANG CRES,01 TO 03,144,Premium Apartment,1999,81 years 04 months,460000
2017-06,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,01 TO 03,125,Apartment,2003,84 years 10 months,470000
2017-06,CHOA CHU KANG,EXECUTIVE,272,CHOA CHU KANG AVE 2,04 TO 06,147,Apartment,1993,75 years 02 months,485000
2017-06,CHOA CHU KANG,EXECUTIVE,758,CHOA CHU KANG NTH 5,07 TO 09,146,Apartment,1995,77 years 02 months,511888
2017-06,CHOA CHU KANG,EXECUTIVE,282,CHOA CHU KANG AVE 3,04 TO 06,152,Maisonette,1992,73 years 11 months,525000
2017-06,CHOA CHU KANG,EXECUTIVE,759,CHOA CHU KANG NTH 5,04 TO 06,152,Maisonette,1995,77 years 03 months,540000
2017-06,CHOA CHU KANG,EXECUTIVE,558,CHOA CHU KANG NTH 6,07 TO 09,146,Apartment,1996,77 years 08 months,558000
2017-06,CHOA CHU KANG,EXECUTIVE,523,CHOA CHU KANG ST 51,13 TO 15,145,Apartment,1995,76 years 08 months,570000
2017-07,CHOA CHU KANG,3 ROOM,4,TECK WHYE AVE,07 TO 09,74,Model A,1984,66 years,268000
2017-07,CHOA CHU KANG,3 ROOM,110,TECK WHYE LANE,01 TO 03,73,Model A,1989,71 years 03 months,271000
2017-07,CHOA CHU KANG,3 ROOM,110,TECK WHYE LANE,10 TO 12,73,Model A,1989,71 years 03 months,276888
2017-07,CHOA CHU KANG,3 ROOM,106,TECK WHYE LANE,07 TO 09,73,Model A,1989,71 years 04 months,280000
2017-07,CHOA CHU KANG,3 ROOM,111,TECK WHYE LANE,07 TO 09,73,Model A,1989,71 years 02 months,280000
2017-07,CHOA CHU KANG,4 ROOM,688B,CHOA CHU KANG DR,04 TO 06,91,Model A,2002,83 years 08 months,290000
2017-07,CHOA CHU KANG,4 ROOM,118,TECK WHYE LANE,07 TO 09,104,Model A,1989,70 years 07 months,303000
2017-07,CHOA CHU KANG,4 ROOM,16,TECK WHYE LANE,07 TO 09,92,New Generation,1979,60 years 08 months,315000
2017-07,CHOA CHU KANG,4 ROOM,111,TECK WHYE LANE,10 TO 12,103,Model A,1989,71 years 02 months,318888
2017-07,CHOA CHU KANG,4 ROOM,296D,CHOA CHU KANG AVE 2,04 TO 06,101,Premium Apartment,1999,81 years,319000
2017-07,CHOA CHU KANG,4 ROOM,686B,CHOA CHU KANG CRES,01 TO 03,91,Model A,2002,84 years 03 months,320000
2017-07,CHOA CHU KANG,4 ROOM,230,CHOA CHU KANG CTRL,04 TO 06,104,Model A,1990,71 years 11 months,328000
2017-07,CHOA CHU KANG,4 ROOM,701,CHOA CHU KANG ST 53,04 TO 06,109,Model A,1995,76 years 11 months,328000
2017-07,CHOA CHU KANG,4 ROOM,2,TECK WHYE AVE,04 TO 06,103,Model A,1984,66 years 03 months,329888
2017-07,CHOA CHU KANG,4 ROOM,230,CHOA CHU KANG CTRL,01 TO 03,103,Model A,1990,71 years 11 months,330000
2017-07,CHOA CHU KANG,4 ROOM,157,JLN TECK WHYE,10 TO 12,91,Model A2,1998,79 years 06 months,330000
2017-07,CHOA CHU KANG,4 ROOM,673,CHOA CHU KANG CRES,01 TO 03,103,Premium Apartment,1999,81 years 03 months,335000
2017-07,CHOA CHU KANG,4 ROOM,226,CHOA CHU KANG CTRL,04 TO 06,104,Model A,1993,74 years 11 months,335000
2017-07,CHOA CHU KANG,4 ROOM,152,JLN TECK WHYE,01 TO 03,100,Model A,1998,79 years 06 months,335000
2017-07,CHOA CHU KANG,4 ROOM,687A,CHOA CHU KANG DR,07 TO 09,90,Model A,2002,83 years 11 months,340000
2017-07,CHOA CHU KANG,4 ROOM,658,CHOA CHU KANG CRES,07 TO 09,100,Premium Apartment,1999,80 years 09 months,345000
2017-07,CHOA CHU KANG,4 ROOM,686C,CHOA CHU KANG CRES,10 TO 12,85,Model A2,2002,84 years 03 months,350000
2017-07,CHOA CHU KANG,4 ROOM,158,JLN TECK WHYE,13 TO 15,100,Model A,1998,79 years 06 months,350000
2017-07,CHOA CHU KANG,4 ROOM,460,CHOA CHU KANG AVE 4,16 TO 18,103,Premium Apartment,2000,81 years 09 months,352000
2017-07,CHOA CHU KANG,4 ROOM,790,CHOA CHU KANG NTH 6,01 TO 03,111,Model A,1996,78 years 05 months,353000
2017-07,CHOA CHU KANG,4 ROOM,439,CHOA CHU KANG AVE 4,07 TO 09,104,Model A,1993,74 years 11 months,358888
2017-07,CHOA CHU KANG,4 ROOM,412,CHOA CHU KANG AVE 3,04 TO 06,112,Model A,1992,74 years,359000
2017-07,CHOA CHU KANG,4 ROOM,460,CHOA CHU KANG AVE 4,13 TO 15,104,Premium Apartment,2000,81 years 10 months,360000
2017-07,CHOA CHU KANG,4 ROOM,412,CHOA CHU KANG AVE 3,10 TO 12,104,Model A,1992,74 years,363000
2017-07,CHOA CHU KANG,4 ROOM,476C,CHOA CHU KANG AVE 5,07 TO 09,92,Model A,2013,95 years,370000
2017-07,CHOA CHU KANG,4 ROOM,751,CHOA CHU KANG NTH 5,04 TO 06,108,Model A,1995,76 years 11 months,370000
2017-07,CHOA CHU KANG,4 ROOM,627,CHOA CHU KANG ST 62,01 TO 03,100,Model A,1997,78 years 11 months,370000
2017-07,CHOA CHU KANG,4 ROOM,423,CHOA CHU KANG AVE 4,10 TO 12,104,Model A,1992,74 years,373000
2017-07,CHOA CHU KANG,4 ROOM,659,CHOA CHU KANG CRES,13 TO 15,103,Premium Apartment,1999,80 years 10 months,375000
2017-07,CHOA CHU KANG,4 ROOM,444,CHOA CHU KANG AVE 4,10 TO 12,101,Model A,1997,78 years 10 months,380000
2017-07,CHOA CHU KANG,4 ROOM,476B,CHOA CHU KANG AVE 5,01 TO 03,92,Model A,2013,95 years,380000
2017-07,CHOA CHU KANG,4 ROOM,476D,CHOA CHU KANG AVE 5,07 TO 09,92,Model A,2013,95 years,380000
2017-07,CHOA CHU KANG,4 ROOM,569,CHOA CHU KANG ST 52,10 TO 12,106,Model A,1995,77 years,408000
2017-07,CHOA CHU KANG,4 ROOM,568,CHOA CHU KANG ST 52,07 TO 09,112,Model A,1995,76 years 11 months,408888
2017-07,CHOA CHU KANG,4 ROOM,636,CHOA CHU KANG NTH 6,04 TO 06,113,Premium Apartment,1998,79 years 06 months,470000
